Lambda,Test Accuracy,Sparsity (%),Total Gates,Pruned Gates,Min,Q01,Q05,Q25,Median,Mean,Q75,Q95,Q99,Max
0.0,53.12,0.0000,3803648,0,0.748839,0.905804,0.920014,0.938327,0.948370,0.945122,0.953655,0.961098,0.965772,0.982044
